a,b,lukasiewicz,kleene,reichenbach,zadeh,godel,quantum_S,quantum_QL,quantum_R
0.65000,0.25000,0.60000,0.35000,0.51250,0.35000,0.25000,0.38110,0.38090,0.41687
0.65000,0.30000,0.65000,0.35000,0.54500,0.35000,0.30000,0.42430,0.43100,0.44537
0.65000,0.35000,0.70000,0.35000,0.57750,0.35000,0.35000,0.46550,0.46350,0.49688
0.65000,0.40000,0.75000,0.40000,0.61000,0.40000,0.40000,0.52660,0.51500,0.53253
0.65000,0.45000,0.80000,0.45000,0.64250,0.45000,0.45000,0.57630,0.58100,0.58914
0.65000,0.50000,0.85000,0.50000,0.67500,0.50000,0.50000,0.63800,0.64450,0.60645
0.65000,0.55000,0.90000,0.55000,0.70750,0.55000,0.55000,0.68830,0.69960,0.69728
0.65000,0.60000,0.95000,0.60000,0.74000,0.60000,0.60000,0.75080,0.75150,0.74571
0.65000,0.65000,1.00000,0.65000,0.77250,0.65000,1.00000,0.80440,0.80320,0.80257
0.65000,0.70000,1.00000,0.70000,0.80500,0.65000,1.00000,0.84670,0.84740,0.95510
0.65000,0.75000,1.00000,0.75000,0.83750,0.65000,1.00000,0.89060,0.89300,1.00000
0.65000,0.80000,1.00000,0.80000,0.87000,0.65000,1.00000,0.93360,0.92310,1.00000
0.65000,0.85000,1.00000,0.85000,0.90250,0.65000,1.00000,0.96250,0.95790,1.00000
0.65000,0.90000,1.00000,0.90000,0.93500,0.65000,1.00000,0.98070,0.98260,1.00000
0.65000,0.95000,1.00000,0.95000,0.96750,0.65000,1.00000,0.99580,0.99640,1.00000
0.65000,1.00000,1.00000,1.00000,1.00000,0.65000,1.00000,1.00000,1.00000,1.00000
0.70000,0.00000,0.30000,0.30000,0.30000,0.30000,0.00000,0.19940,0.20370,0.02000
0.70000,0.05000,0.35000,0.30000,0.33500,0.30000,0.05000,0.21830,0.21740,0.16089
0.70000,0.10000,0.40000,0.30000,0.37000,0.30000,0.10000,0.23010,0.23100,0.22953
0.70000,0.15000,0.45000,0.30000,0.40500,0.30000,0.15000,0.24950,0.24920,0.29552
0.70000,0.20000,0.50000,0.30000,0.44000,0.30000,0.20000,0.27490,0.28240,0.35227
0.70000,0.25000,0.55000,0.30000,0.47500,0.30000,0.25000,0.32240,0.31900,0.39088
0.70000,0.30000,0.60000,0.30000,0.51000,0.30000,0.30000,0.37120,0.37040,0.42594
0.70000,0.35000,0.65000,0.35000,0.54500,0.35000,0.35000,0.41730,0.42310,0.46319
0.70000,0.40000,0.70000,0.40000,0.58000,0.40000,0.40000,0.46770,0.48070,0.50553
0.70000,0.45000,0.75000,0.45000,0.61500,0.45000,0.45000,0.54070,0.54280,0.55768
0.70000,0.50000,0.80000,0.50000,0.65000,0.50000,0.50000,0.60710,0.61340,0.59720
0.70000,0.55000,0.85000,0.55000,0.68500,0.55000,0.55000,0.67660,0.65680,0.63003
0.70000,0.60000,0.90000,0.60000,0.72000,0.60000,0.60000,0.73140,0.72730,0.69614
0.70000,0.65000,0.95000,0.65000,0.75500,0.65000,0.65000,0.78130,0.77870,0.75784
0.70000,0.70000,1.00000,0.70000,0.79000,0.70000,1.00000,0.83150,0.83530,0.79657
0.70000,0.75000,1.00000,0.75000,0.82500,0.70000,1.00000,0.88160,0.88720,0.88663
0.70000,0.80000,1.00000,0.80000,0.86000,0.70000,1.00000,0.92040,0.92270,1.00000
0.70000,0.85000,1.00000,0.85000,0.89500,0.70000,1.00000,0.95460,0.95390,1.00000
0.70000,0.90000,1.00000,0.90000,0.93000,0.70000,1.00000,0.98040,0.98150,1.00000
0.70000,0.95000,1.00000,0.95000,0.96500,0.70000,1.00000,0.99450,0.99550,1.00000
0.70000,1.00000,1.00000,1.00000,1.00000,0.70000,1.00000,1.00000,1.00000,1.00000
0.75000,0.00000,0.25000,0.25000,0.25000,0.25000,0.00000,0.14880,0.14720,0.03000
0.75000,0.05000,0.30000,0.25000,0.28750,0.25000,0.05000,0.14670,0.16140,0.16089
0.75000,0.10000,0.35000,0.25000,0.32500,0.25000,0.10000,0.17300,0.16950,0.21978
0.75000,0.15000,0.40000,0.25000,0.36250,0.25000,0.15000,0.19460,0.19020,0.25862
0.75000,0.20000,0.45000,0.25000,0.40000,0.25000,0.20000,0.22550,0.22160,0.32555
0.75000,0.25000,0.50000,0.25000,0.43750,0.25000,0.25000,0.27050,0.27620,0.36162
0.75000,0.30000,0.55000,0.30000,0.47500,0.30000,0.30000,0.32310,0.31790,0.39088
0.75000,0.35000,0.60000,0.35000,0.51250,0.35000,0.35000,0.38020,0.38070,0.45431
0.75000,0.40000,0.65000,0.40000,0.55000,0.40000,0.40000,0.43370,0.44110,0.49688
0.75000,0.45000,0.70000,0.45000,0.58750,0.45000,0.45000,0.51090,0.50210,0.52404
0.75000,0.50000,0.75000,0.50000,0.62500,0.50000,0.50000,0.57880,0.56510,0.54936
0.75000,0.55000,0.80000,0.55000,0.66250,0.55000,0.55000,0.63740,0.63740,0.59043
0.75000,0.60000,0.85000,0.60000,0.70000,0.60000,0.60000,0.70730,0.70430,0.63003
0.75000,0.65000,0.90000,0.65000,0.73750,0.65000,0.65000,0.77420,0.76980,0.69007
0.75000,0.70000,0.95000,0.70000,0.77500,0.70000,0.70000,0.82850,0.82410,0.72429
0.75000,0.75000,1.00000,0.75000,0.81250,0.75000,1.00000,0.87070,0.87400,0.77807
0.75000,0.80000,1.00000,0.80000,0.85000,0.75000,1.00000,0.91650,0.91990,0.84768
0.75000,0.85000,1.00000,0.85000,0.88750,0.75000,1.00000,0.95500,0.94930,1.00000
0.75000,0.90000,1.00000,0.90000,0.92500,0.75000,1.00000,0.97830,0.97960,1.00000
0.75000,0.95000,1.00000,0.95000,0.96250,0.75000,1.00000,0.99570,0.99400,1.00000
0.75000,1.00000,1.00000,1.00000,1.00000,0.75000,1.00000,1.00000,1.00000,1.00000
0.80000,0.00000,0.20000,0.20000,0.20000,0.20000,0.00000,0.09080,0.09050,0.03159
0.80000,0.05000,0.25000,0.20000,0.24000,0.20000,0.05000,0.10190,0.09950,0.15932
0.80000,0.10000,0.30000,0.20000,0.28000,0.20000,0.10000,0.11700,0.11390,0.22953
0.80000,0.15000,0.35000,0.20000,0.32000,0.20000,0.15000,0.14770,0.14750,0.25862
0.80000,0.20000,0.40000,0.20000,0.36000,0.20000,0.20000,0.17880,0.18460,0.33349
0.80000,0.25000,0.45000,0.25000,0.40000,0.25000,0.25000,0.22680,0.22510,0.35376
0.80000,0.30000,0.50000,0.30000,0.44000,0.30000,0.30000,0.28470,0.28180,0.40007
0.80000,0.35000,0.55000,0.35000,0.48000,0.35000,0.35000,0.34740,0.34260,0.42738
0.80000,0.40000,0.60000,0.40000,0.52000,0.40000,0.40000,0.41610,0.41210,0.47943
0.80000,0.45000,0.65000,0.45000,0.56000,0.45000,0.45000,0.47580,0.47650,0.49688
0.80000,0.50000,0.70000,0.50000,0.60000,0.50000,0.50000,0.54600,0.55110,0.54097
0.80000,0.55000,0.75000,0.55000,0.64000,0.55000,0.55000,0.61960,0.62340,0.56464
0.80000,0.60000,0.80000,0.60000,0.68000,0.60000,0.60000,0.69030,0.68990,0.63003
0.80000,0.65000,0.85000,0.65000,0.72000,0.65000,0.65000,0.75860,0.75160,0.65183
0.80000,0.70000,0.90000,0.70000,0.76000,0.70000,0.70000,0.81690,0.81010,0.69728
0.80000,0.75000,0.95000,0.75000,0.80000,0.75000,0.75000,0.86640,0.87140,0.73901
0.80000,0.80000,1.00000,0.80000,0.84000,0.80000,1.00000,0.91490,0.91270,0.77807
0.80000,0.85000,1.00000,0.85000,0.88000,0.80000,1.00000,0.95020,0.95080,0.90079
0.80000,0.90000,1.00000,0.90000,0.92000,0.80000,1.00000,0.97780,0.97460,0.99996
0.80000,0.95000,1.00000,0.95000,0.96000,0.80000,1.00000,0.99510,0.99500,1.00000
0.80000,1.00000,1.00000,1.00000,1.00000,0.80000,1.00000,1.00000,1.00000,1.00000
0.85000,0.00000,0.15000,0.15000,0.15000,0.15000,0.00000,0.05660,0.05700,0.01000
0.85000,0.05000,0.20000,0.15000,0.19250,0.15000,0.05000,0.06070,0.06240,0.15101
0.85000,0.10000,0.25000,0.15000,0.23500,0.15000,0.10000,0.07660,0.07960,0.22798
0.85000,0.15000,0.30000,0.15000,0.27750,0.15000,0.15000,0.10590,0.10360,0.25862
0.85000,0.20000,0.35000,0.20000,0.32000,0.20000,0.20000,0.14680,0.15030,0.30657
0.85000,0.25000,0.40000,0.25000,0.36250,0.25000,0.25000,0.18970,0.19210,0.34439
0.85000,0.30000,0.45000,0.30000,0.40500,0.30000,0.30000,0.25300,0.24890,0.38166
0.85000,0.35000,0.50000,0.35000,0.44750,0.35000,0.35000,0.31370,0.31410,0.41832
0.85000,0.40000,0.55000,0.40000,0.49000,0.40000,0.40000,0.37220,0.37650,0.45431
0.85000,0.45000,0.60000,0.45000,0.53250,0.45000,0.45000,0.45620,0.44900,0.48957
0.85000,0.50000,0.65000,0.50000,0.57500,0.50000,0.50000,0.52940,0.52270,0.52404
0.85000,0.55000,0.70000,0.55000,0.61750,0.55000,0.55000,0.60930,0.60100,0.56464
0.85000,0.60000,0.75000,0.60000,0.66000,0.60000,0.60000,0.67070,0.67230,0.59720
0.85000,0.65000,0.80000,0.65000,0.70250,0.65000,0.65000,0.74280,0.74470,0.62879
0.85000,0.70000,0.85000,0.70000,0.74500,0.70000,0.70000,0.79940,0.79850,0.66687
0.85000,0.75000,0.90000,0.75000,0.78750,0.75000,0.75000,0.86000,0.86140,0.70328
0.85000,0.80000,0.95000,0.80000,0.83000,0.80000,0.80000,0.91360,0.90970,0.75784
0.85000,0.85000,1.00000,0.85000,0.87250,0.85000,1.00000,0.94620,0.95020,0.81919
0.85000,0.90000,1.00000,0.90000,0.91500,0.85000,1.00000,0.97570,0.97690,0.86821
0.85000,0.95000,1.00000,0.95000,0.95750,0.85000,1.00000,0.99280,0.99310,0.99996
0.85000,1.00000,1.00000,1.00000,1.00000,0.85000,1.00000,1.00000,1.00000,1.00000
0.90000,0.00000,0.10000,0.10000,0.10000,0.10000,0.00000,0.02410,0.02660,0.02000
0.90000,0.05000,0.15000,0.10000,0.14500,0.10000,0.05000,0.03540,0.03030,0.14112
0.90000,0.10000,0.20000,0.10000,0.19000,0.10000,0.10000,0.05010,0.04990,0.21978
0.90000,0.15000,0.25000,0.15000,0.23500,0.15000,0.15000,0.07330,0.07610,0.25862
0.90000,0.20000,0.30000,0.20000,0.28000,0.20000,0.20000,0.11960,0.11210,0.30657
0.90000,0.25000,0.35000,0.25000,0.32500,0.25000,0.25000,0.16550,0.16090,0.34439
0.90000,0.30000,0.40000,0.30000,0.37000,0.30000,0.30000,0.22400,0.22970,0.37240
0.90000,0.35000,0.45000,0.35000,0.41500,0.35000,0.35000,0.29100,0.29310,0.40007
0.90000,0.40000,0.50000,0.40000,0.46000,0.40000,0.40000,0.36140,0.36800,0.45289
0.90000,0.45000,0.55000,0.45000,0.50500,0.45000,0.45000,0.43290,0.43300,0.48957
0.90000,0.50000,0.60000,0.50000,0.55000,0.50000,0.50000,0.51540,0.50880,0.51414
0.90000,0.55000,0.65000,0.55000,0.59500,0.55000,0.55000,0.59310,0.58300,0.54097
0.90000,0.60000,0.70000,0.60000,0.64000,0.60000,0.60000,0.66920,0.65760,0.57417
0.90000,0.65000,0.75000,0.65000,0.68500,0.65000,0.65000,0.72940,0.73140,0.63003
0.90000,0.70000,0.80000,0.70000,0.73000,0.70000,0.70000,0.79700,0.79860,0.65183
0.90000,0.75000,0.85000,0.75000,0.77500,0.75000,0.75000,0.85920,0.85120,0.68164
0.90000,0.80000,0.90000,0.80000,0.82000,0.80000,0.80000,0.90890,0.90500,0.72538
0.90000,0.85000,0.95000,0.85000,0.86500,0.85000,0.85000,0.94730,0.94510,0.77707
0.90000,0.90000,1.00000,0.90000,0.91000,0.90000,1.00000,0.97660,0.97500,0.82489
0.90000,0.95000,1.00000,0.95000,0.95500,0.90000,1.00000,0.99290,0.99360,0.90509
0.90000,1.00000,1.00000,1.00000,1.00000,0.90000,1.00000,1.00000,1.00000,1.00000
0.95000,0.00000,0.05000,0.05000,0.05000,0.05000,0.00000,0.00600,0.00680,0.02000
0.95000,0.05000,0.10000,0.05000,0.09750,0.05000,0.05000,0.01230,0.01100,0.14112
0.95000,0.10000,0.15000,0.10000,0.14500,0.10000,0.10000,0.02620,0.03390,0.21823
0.95000,0.15000,0.20000,0.15000,0.19250,0.15000,0.15000,0.06280,0.05750,0.24895
0.95000,0.20000,0.25000,0.20000,0.24000,0.20000,0.20000,0.10380,0.10750,0.28595
0.95000,0.25000,0.30000,0.25000,0.28750,0.25000,0.25000,0.14780,0.15720,0.33349
0.95000,0.30000,0.35000,0.30000,0.33500,0.30000,0.30000,0.20960,0.20670,0.37240
0.95000,0.35000,0.40000,0.35000,0.38250,0.35000,0.35000,0.27580,0.28240,0.40776
0.95000,0.40000,0.45000,0.40000,0.43000,0.40000,0.40000,0.34450,0.34490,0.46178
0.95000,0.45000,0.50000,0.45000,0.47750,0.45000,0.45000,0.42890,0.42080,0.47203
0.95000,0.50000,0.55000,0.50000,0.52500,0.50000,0.50000,0.50390,0.49220,0.50691
0.95000,0.55000,0.60000,0.55000,0.57250,0.55000,0.55000,0.57970,0.57780,0.54097
0.95000,0.60000,0.65000,0.60000,0.62000,0.60000,0.60000,0.65560,0.65610,0.58914
0.95000,0.65000,0.70000,0.65000,0.66750,0.65000,0.65000,0.73140,0.73400,0.60645
0.95000,0.70000,0.75000,0.70000,0.71500,0.70000,0.70000,0.79880,0.79360,0.63654
0.95000,0.75000,0.80000,0.75000,0.76250,0.75000,0.75000,0.85790,0.85910,0.67546
0.95000,0.80000,0.85000,0.80000,0.81000,0.80000,0.80000,0.90170,0.90410,0.71736
0.95000,0.85000,0.90000,0.85000,0.85750,0.85000,0.85000,0.94800,0.94820,0.75128
0.95000,0.90000,0.95000,0.90000,0.90500,0.90000,0.90000,0.97510,0.97650,0.81342
0.95000,0.95000,1.00000,0.95000,0.95250,0.95000,1.00000,0.99370,0.99270,0.86821
0.95000,1.00000,1.00000,1.00000,1.00000,0.95000,1.00000,1.00000,1.00000,1.00000
1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000
1.00000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.00580,0.00620,0.16089
1.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.10000,0.02470,0.02600,0.21002
1.00000,0.15000,0.15000,0.15000,0.15000,0.15000,0.15000,0.05360,0.05400,0.25862
1.00000,0.20000,0.20000,0.20000,0.20000,0.20000,0.20000,0.09670,0.09420,0.29704
1.00000,0.25000,0.25000,0.25000,0.25000,0.25000,0.25000,0.14820,0.14940,0.33499
1.00000,0.30000,0.30000,0.30000,0.30000,0.30000,0.30000,0.20400,0.20460,0.37092
1.00000,0.35000,0.35000,0.35000,0.35000,0.35000,0.35000,0.27460,0.26960,0.39088
1.00000,0.40000,0.40000,0.40000,0.40000,0.40000,0.40000,0.35020,0.34480,0.45431
1.00000,0.45000,0.45000,0.45000,0.45000,0.45000,0.45000,0.42270,0.41630,0.47203
1.00000,0.50000,0.50000,0.50000,0.50000,0.50000,0.50000,0.49660,0.49640,0.50553
1.00000,0.55000,0.55000,0.55000,0.55000,0.55000,0.55000,0.58240,0.58110,0.53963
1.00000,0.60000,0.60000,0.60000,0.60000,0.60000,0.60000,0.65740,0.66180,0.57417
1.00000,0.65000,0.65000,0.65000,0.65000,0.65000,0.65000,0.73070,0.72560,0.60645
1.00000,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0.79040,0.79290,0.62879
1.00000,0.75000,0.75000,0.75000,0.75000,0.75000,0.75000,0.85530,0.85580,0.66806
1.00000,0.80000,0.80000,0.80000,0.80000,0.80000,0.80000,0.90840,0.90800,0.71736
1.00000,0.85000,0.85000,0.85000,0.85000,0.85000,0.85000,0.94500,0.94780,0.75233
1.00000,0.90000,0.90000,0.90000,0.90000,0.90000,0.90000,0.97540,0.97660,0.79657
1.00000,0.95000,0.95000,0.95000,0.95000,0.95000,0.95000,0.99390,0.99380,0.87236
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
